#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2024-12-14T02:43:17 [V7.4.2]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2024-12-14T02:43:17	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=VII/118/ngc2000&-out.max=unlimited&-out.form=TSV&-out.meta=&-out=Name&-out=RAB2000&-out=DEB2000&-out=size	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=7.4.2	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_7118
#Name: VII/118
#Title: NGC 2000.0 (Sky Publishing, ed. Sinnott 1988)
#INFO	ivoid=ivo://cds.vizier/vii/118	    IVOID of underlying data collection
#INFO	creator=Sinnott	    First author or institution
#INFO	cites=1988cngc.book.....S	    Article or Data origin sources
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/VII/118	    Dataset landing page
#INFO	publication_date=2022-10-27	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	B2000:	eq_FK4 B2000
#Table	VII_118_ngc2000:
#Name: VII/118/ngc2000
#Title: The NGC 2000.0 Catalogue
 2077	05 39.6	-69 40	 15.0
 2078	05 39.6	-69 45	
 2079	05 39.6	-69 47	
 2080	05 39.7	-69 39	
 2083	05 39.9	-69 45	
 2084	05 39.9	-69 45	
 2062	05 40.0	-66 53	
 2081	05 40.1	-69 24	
 2085	05 40.2	-69 39	
I 431	05 40.3	-01 27	  5.0
 2086	05 40.4	-69 39	
I2145	05 40.4	-69 40	
I 433	05 40.5	-11 38	  0.4
 2088	05 40.8	-69 28	
 2091	05 40.9	-69 26	
I 432	05 40.9	-01 29	  8.0
 2144	05 41.0	-82 07	  1.6
I 434	05 41.0	-02 24	 60.0
 2092	05 41.5	-69 13	
 2093	05 41.5	-68 55	
 2023	05 41.6	-02 14	 10.0
 2103	05 41.6	-71 20	
 2082	05 41.8	-64 18	  1.6
 2024	05 41.9	-01 51	 30.0
 2100	05 42.0	-69 14	  2.0
 1961	05 42.1	+69 23	  4.3
 2022	05 42.1	+09 05	  0.3
 2094	05 42.1	-68 21	
 2096	05 42.2	-68 28	
 2102	05 42.2	-69 29	
I2133	05 42.2	+69 23	
I2141	05 42.3	-51 02	
 2098	05 42.5	-68 16	
 2095	05 42.7	-67 19	
I 435	05 43.0	-02 19	  5.0
 2026	05 43.1	+20 07	
 2107	05 43.2	-70 37	
 2049	05 43.4	-30 06	
 2108	05 43.8	-69 12	
 2061	05 43.9	-33 57	
 2039	05 44.1	+08 38	
 2097	05 44.1	-62 47	
 2105	05 44.2	-66 25	
 2087	05 44.3	-55 32	  1.1
 2013	05 44.4	+55 48	
 2109	05 44.4	-68 32	
 2111	05 44.7	-70 57	
 2045	05 45.0	+12 53	
 2054	05 45.2	-10 05	
 2113	05 45.5	-69 45	
 2114	05 45.8	-68 03	
 2073	05 45.9	-21 59	
 2064	05 46.3	+00 00	 12.0
 2101	05 46.4	-52 05	  1.9
 2067	05 46.5	+00 06	  8.0
 2068	05 46.7	+00 03	  8.0
 2063	05 46.8	+08 48	
 2076	05 46.8	-16 46	
 2116	05 46.9	-68 32	
I2143	05 46.9	-18 44	  2.5
 2090	05 47.0	-34 14	  4.5
 2104	05 47.1	-51 33	  2.0
 2071	05 47.2	+00 18	  4.0
 2118	05 47.2	-69 09	
 2117	05 47.3	-67 28	
 2089	05 47.8	-17 36	
I2147	05 47.8	-30 30	
 2121	05 48.0	-71 28	  1.8
 2122	05 48.7	-70 04	
 2134	05 50.1	-71 07	
I2144	05 50.2	+23 52	
 2120	05 50.6	-63 41	
 2106	05 50.7	-21 35	
 2125	05 50.7	-69 29	
 2127	05 51.1	-69 22	
 2115	05 51.3	-50 35	  1.2
I2150	05 51.3	-38 19	  2.3
 2133	05 51.4	-71 11	
I 437	05 51.6	-12 34	
 2123	05 51.7	-65 19	
 2130	05 52.1	-67 20	
 2110	05 52.2	-07 27	
 2099	05 52.4	+32 33	 24.0
I2151	05 52.6	-17 47	  2.1
 2136	05 52.8	-69 30	
I 438	05 53.0	-17 53	  3.2
 2135	05 53.1	-67 26	
 2137	05 53.2	-69 29	
I 436	05 53.7	+38 38	
 2112	05 53.9	+00 24	 11.0
 2140	05 54.0	-68 36	
 2138	05 54.5	-65 50	
 2145	05 54.5	-70 55	
 2132	05 55.2	-59 55	
I2160	05 55.5	-76 55	  1.9
 2161	05 55.6	-74 21	
 2150	05 55.9	-69 34	
 2147	05 56.0	-68 12	
 2151	05 56.3	-69 01	
I2149	05 56.3	+46 07	  0.1
I 439	05 56.6	+32 02	
I2161	05 57.2	-75 08	
 2157	05 57.3	-69 11	
 2119	05 57.4	+11 57	
 2153	05 57.5	-66 24	
 2154	05 57.5	-67 15	
 2156	05 57.6	-68 27	
 2124	05 57.9	-20 04	
 2159	05 57.9	-68 38	
I2152	05 57.9	-23 11	  1.9
 2160	05 58.0	-68 17	
 2173	05 58.1	-72 59	
 2155	05 58.4	-65 28	
 2171	05 58.6	-70 41	
 2131	05 58.7	-26 38	
 2148	05 58.7	-59 07	
 2164	05 58.7	-68 31	
 2166	05 59.3	-67 56	
 2172	05 59.9	-68 38	
I2153	06 00.1	-33 55	  2.5
 2162	06 00.5	-63 45	
 2190	06 00.8	-74 43	
I2155	06 00.8	-34 01	
 2152	06 00.9	-50 44	  1.3
 2129	06 01.0	+23 18	  7.0
 2177	06 01.0	-67 43	
 2139	06 01.1	-23 40	  2.2
I2154	06 01.1	-23 40	  3.3
 2176	06 01.4	-66 51	
 2142	06 01.9	-10 36	
 2181	06 02.6	-65 15	
I 441	06 02.7	-12 30	  1.1
 2178	06 02.8	-63 46	  1.0
 2126	06 03.0	+49 54	  6.0
 2143	06 03.0	+05 43	
 2141	06 03.1	+10 26	 10.0
 2149	06 03.5	-09 44	  3.0
 2187	06 03.9	-69 34	
 2128	06 04.7	+57 39	
 2199	06 04.7	-73 24	
 2203	06 04.7	-75 26	
I2156	06 04.8	+24 09	
I2157	06 05.0	+24 00	  7.0
I2158	06 05.3	-27 51	  1.6
 2197	06 05.9	-67 05	
 2193	06 06.2	-65 05	
 2167	06 06.9	-06 12	
I2164	06 06.9	-75 22	  1.3
 2158	06 07.5	+24 06	  5.0
 2170	06 07.5	-06 24	  2.0
 2163	06 07.8	+18 40	
 2179	06 08.0	-21 45	  1.5
 2169	06 08.4	+13 57	  7.0
 2191	06 08.4	-52 31	  1.9
 2209	06 08.7	-73 51	
 2168	06 08.9	+24 20	 28.0
 2182	06 09.5	-06 20	  3.0
 2180	06 09.6	+04 43	
 2174	06 09.7	+20 30	 40.0
 2175	06 09.8	+20 19	 18.0
I2159	06 09.9	+20 24	
 2188	06 10.1	-34 06	  3.7
 2205	06 10.6	-62 32	  1.4
 2213	06 10.7	-71 33	
 2183	06 10.8	-06 13	  1.0
 2184	06 10.9	-03 31	
 2165	06 11.1	+51 41	
 2185	06 11.1	-06 13	  3.0
 2210	06 11.5	-69 08	  1.7
 2186	06 12.2	+05 27	  4.0
 2196	06 12.2	-21 48	  2.8
 2189	06 12.3	+01 08	
 2214	06 12.8	-68 16	
I2162	06 12.9	+17 59	 15.0
 2200	06 13.4	-43 39	
 2201	06 13.4	-43 41	
 2194	06 13.8	+12 48	 10.0
 2198	06 13.9	+01 00	
 2195	06 14.4	+17 39	
 2192	06 15.2	+39 51	  6.0
 2204	06 15.7	-18 39	 13.0
 2206	06 16.0	-26 46	  2.3
 2207	06 16.4	-21 22	  4.3
I2163	06 16.5	-21 23	
 2202	06 16.9	+05 59	
I 443	06 16.9	+22 47	 50.0
 2211	06 18.4	-18 34	
 2212	06 18.5	-18 33	
 2146	06 18.7	+78 21	  6.0
I 440	06 18.9	+80 04	  2.1
 2221	06 20.2	-57 35	  1.5
 2222	06 20.3	-57 32	  1.1
 2231	06 20.4	-67 32	
I 444	06 20.4	+23 16	  8.0
 2215	06 21.0	-07 17	 11.0
 2228	06 21.2	-64 27	
 2229	06 21.3	-64 58	
 2230	06 21.4	-65 00	
 2216	06 21.6	-22 05	
 2217	06 21.7	-27 14	  4.8
 2233	06 21.7	-65 03	
I2165	06 21.7	-12 59	  0.1
 2220	06 21.8	-44 46	
 2235	06 22.3	-64 57	
 2208	06 22.5	+51 55	
 2241	06 22.7	-68 57	
 2219	06 23.4	-04 41	
 2223	06 24.6	-22 50	  3.3
 2218	06 24.7	+19 20	
 2227	06 25.9	-21 59	  2.3
 2249	06 25.9	-68 48	
 2225	06 26.6	-09 39	
 2232	06 26.6	-04 45	 30.0
 2226	06 26.7	-09 39	
I2166	06 27.0	+59 05	  2.9
 2224	06 27.6	+12 38	
 2234	06 29.3	+16 41	
 2236	06 29.7	+06 50	  7.0
 2243	06 29.8	-31 17	  5.0
 2237	06 30.3	+05 03	
 2257	06 30.4	-64 19	  3.4
 2238	06 30.6	+05 01	
 2239	06 31.0	+04 57	 16.0
I 446	06 31.0	+10 27	  5.0
I 447	06 31.2	+10 02	
I2169	06 31.2	+09 54	 25.0
I2167	06 31.3	+10 27	
 2244	06 32.4	+04 52	 24.0
 2246	06 32.4	+05 07	
 2245	06 32.7	+10 10	  5.0
I 448	06 32.7	+07 19	 15.0
 2250	06 32.8	-05 02	  8.0
 2240	06 32.9	+35 12	
 2247	06 33.2	+10 20	  4.0
I2168	06 33.8	+44 41	
 2242	06 34.0	+44 46	
 2255	06 34.0	-34 47	
I2170	06 34.1	+44 42	
 2248	06 34.6	+26 19	
 2251	06 34.7	+08 22	 10.0
 2252	06 35.0	+05 23	 20.0
 2254	06 36.0	+07 40	  4.0
I 442	06 36.5	+82 58	  1.4
I 445	06 37.3	+67 51	  1.2
 2260	06 38.1	-01 28	
 2262	06 38.4	+01 11	  4.0
 2263	06 38.4	-24 49	
 2259	06 38.6	+10 53	  5.0
 2261	06 39.2	+08 44	  2.0
 2267	06 40.8	-32 29	
 2264	06 41.1	+09 53	 60.0
 2265	06 41.5	+11 56	
 2253	06 42.4	+66 20	
 2272	06 42.7	-27 27	  2.1
 2271	06 42.8	-23 28	
 2266	06 43.2	+26 58	  7.0
 2269	06 43.9	+04 34	  4.0
 2270	06 43.9	+03 26	
 2297	06 44.4	-63 43	  1.6
I2171	06 44.4	-17 56	  1.8
 2280	06 44.8	-27 38	  5.6
I 449	06 45.7	+71 21	  2.0
 2283	06 45.9	-18 14	
 2282	06 46.9	+01 19	  3.0
I2172	06 46.9	+01 20	
 2287	06 47.0	-20 44	 38.0
 2256	06 47.2	+74 14	  2.6
 2274	06 47.2	+33 34	
 2275	06 47.2	+33 36	
 2295	06 47.3	-26 44	
 2286	06 47.6	-03 10	 15.0
 2292	06 47.6	-26 45	
 2293	06 47.7	-26 45	
 2258	06 47.8	+74 29	  2.6
 2277	06 47.8	+33 26	
 2278	06 48.3	+33 24	
 2279	06 48.4	+33 24	
 2296	06 48.6	-16 55	
 2305	06 48.6	-64 16	  2.0
I 452	06 48.6	-16 54	
 2307	06 48.8	-64 20	  1.6
 2298	06 49.0	-36 00	  6.8
 2284	06 49.1	+33 13	
I 453	06 49.1	-17 02	
 2281	06 49.3	+41 04	 15.0
 2285	06 49.4	+33 21	
 2273	06 50.1	+60 51	  3.5
 2288	06 50.7	+33 26	
 2289	06 50.7	+33 27	
I2173	06 50.8	+33 26	
 2290	06 51.0	+33 26	  1.5
 2291	06 51.0	+33 32	  1.3
 2299	06 51.1	-07 00	
I 454	06 51.1	+12 54	
 2294	06 51.2	+33 32	  1.1
 2301	06 51.8	+00 28	 12.0
 2302	06 51.9	-07 04	  3.0
I 450	06 52.2	+74 26	  1.3
I 451	06 52.9	+74 29	  1.6
 2310	06 54.0	-40 52	  5.0
 2306	06 54.6	-07 11	
 2304	06 55.0	+18 01	  5.0
 2303	06 56.2	+45 30	
 2309	06 56.2	-07 12	  3.0
 2311	06 57.8	-04 35	  7.0
 2313	06 58.0	-07 57	
 2308	06 58.6	+45 13	
 2312	06 58.8	+10 16	
 2317	06 58.8	-07 46	
 2318	06 59.5	-13 42	
 2316	06 59.7	-07 46	  4.0
I2175	06 59.7	+35 17	
I 456	07 00.3	-30 10	  2.3
 2319	07 01.1	+03 04	
 2315	07 02.5	+50 36	
 2328	07 02.5	-42 03	
 2325	07 02.7	-28 42	  2.3
 2348	07 03.1	-67 23	
 2323	07 03.2	-08 20	 16.0
 2324	07 04.2	+01 03	  8.0
 2327	07 04.3	-11 18	
I2177	07 05.1	-10 42	120.0
 2320	07 05.6	+50 36	
 2321	07 05.9	+50 46	
 2322	07 05.9	+50 31	
 2335	07 06.6	-10 05	 12.0
 2331	07 07.2	+27 21	 18.0
I2176	07 07.5	+32 28	  0.4
I2178	07 07.6	+32 31	
 2338	07 07.7	-05 37	
 2339	07 08.3	+18 47	  2.8
 2343	07 08.3	-10 39	  7.0
 2345	07 08.3	-13 10	 12.0
 2326	07 08.4	+50 44	
 2333	07 08.4	+35 11	
I 466	07 08.6	-04 19	  1.0
I2174	07 09.1	+75 21	  1.2
 2329	07 09.2	+48 37	  1.6
 2341	07 09.3	+20 35	  1.1
 2342	07 09.4	+20 38	  1.6
 2346	07 09.4	-00 48	  0.9
I 457	07 09.4	+50 09	  0.3
 2330	07 09.5	+50 12	
 2332	07 09.5	+50 11	
 2334	07 09.9	+50 12	
 2349	07 10.0	-08 37	
 2337	07 10.2	+44 27	  2.6
 2314	07 10.5	+75 20	  2.1
I 458	07 10.5	+50 06	  1.0
I 459	07 10.6	+50 11	
I 460	07 10.7	+50 13	  0.4
I 461	07 10.7	+50 05	  0.6
I 463	07 10.9	+50 08	
 2340	07 11.0	+50 10	
I 462	07 11.0	+50 11	
I 464	07 11.0	+50 09	  0.6
I2180	07 11.3	+26 23	  1.2
I 465	07 11.5	+50 15	  0.8
 2344	07 12.5	+47 10	  2.0
 2350	07 13.2	+12 15	
I2181	07 13.2	+19 00	  1.0
 2351	07 13.5	-10 29	
 2352	07 13.6	-24 06	
 2268	07 14.0	+84 23	  3.4
I2182	07 14.2	+18 57	
 2354	07 14.3	-25 44	 20.0
 2353	07 14.6	-10 18	 20.0
I2179	07 15.5	+64 56	  1.0
 2347	07 16.1	+64 43	  2.0
 2369	07 16.6	-62 21	  4.6
 2358	07 16.8	-17 03	
 2355	07 16.9	+13 47	  9.0
I2183	07 16.9	-20 25	
 2356	07 17.1	+13 58	
I 468	07 17.5	-13 09	 20.0
 2357	07 17.6	+23 22	  4.5
 2360	07 17.8	-15 37	 13.0
 2361	07 18.4	-13 13	
 2359	07 18.6	-13 12	  8.0
 2362	07 18.8	-24 57	  8.0
 2381	07 20.0	-63 04	  1.6
 2367	07 20.1	-21 56	  4.0
 2364	07 20.8	-07 34	
 2368	07 21.0	-10 23	  5.0
 2397	07 21.3	-69 00	  2.2
 2365	07 22.5	+22 04	
I2186	07 22.7	+21 32	
I2187	07 22.7	+21 29	
I2188	07 22.7	+21 30	
I2185	07 23.2	+32 30	  0.5
I 470	07 23.5	+46 05	
 2380	07 23.9	-27 31	
 2382	07 23.9	-27 32	
 2374	07 24.0	-13 16	 19.0
 2383	07 24.8	-20 56	  6.0
 2377	07 24.9	-09 40	  1.8
 2370	07 25.0	+23 47	
I2189	07 25.0	+08 55	
 2384	07 25.1	-21 02	  3.0
 2371	07 25.6	+29 29	  0.9
 2372	07 25.6	+29 30	
 2373	07 26.5	+33 48	
 2376	07 26.6	+23 04	
 2276	07 27.0	+85 45	  2.6
 2336	07 27.1	+80 11	  6.9
 2375	07 27.1	+33 49	
 2395	07 27.1	+13 35	 12.0
 2378	07 27.4	+33 50	
 2379	07 27.4	+33 49	  1.1
I2202	07 27.9	-67 34	  2.1
 2396	07 28.1	-11 44	 10.0
I2200	07 28.3	-62 22	  1.1
 2385	07 28.4	+33 50	
I2195	07 28.4	-51 15	
 2386	07 28.6	+33 46	
 2394	07 28.6	+07 02	
 2363	07 28.7	+69 04	
 2388	07 28.8	+33 49	
 2366	07 28.9	+69 13	  7.6
 2387	07 29.0	+36 52	
 2390	07 29.0	+33 50	
 2389	07 29.1	+33 51	  2.1
 2391	07 29.2	+33 49	
 2392	07 29.2	+20 55	  0.7
 2401	07 29.4	-13 58	  2.0
I2184	07 29.4	+72 08	  1.3
 2399	07 29.9	-00 13	
I2190	07 29.9	+37 31	
 2393	07 30.0	+34 01	
 2400	07 30.0	-00 13	
I 467	07 30.0	+79 52	  3.5
 2417	07 30.1	-62 15	  2.2
 2398	07 30.3	+24 29	
I2191	07 30.3	+24 18	  0.7
 2402	07 30.8	+09 39	
 2409	07 31.6	-17 11	
 2406	07 31.9	+18 18	
 2407	07 31.9	+18 21	
 2300	07 32.0	+85 43	  3.1
 2405	07 32.2	+25 55	
 2413	07 33.3	-13 06	
 2414	07 33.3	-15 27	  4.0
I2192	07 33.3	+31 22	
I2193	07 33.3	+31 27	
I2194	07 33.7	+31 19	  1.0
I2196	07 34.1	+31 24	  1.5
I2198	07 34.1	+23 58	
I2197	07 34.3	+31 24	  0.5
 2412	07 34.4	+08 33	
 2411	07 34.6	+18 17	
 2434	07 34.9	-69 17	  2.5
I2199	07 34.9	+31 13	
I 455	07 35.0	+85 33	  1.2
 2410	07 35.0	+32 50	
 2416	07 35.7	+11 37	
I2201	07 36.2	+33 07	  1.3
 2421	07 36.3	-20 37	 10.0
 2443	07 36.3	-69 32	
 2442	07 36.4	-69 32	  6.0
 2418	07 36.5	+17 54	
 2427	07 36.5	-47 38	  5.6
 2422	07 36.6	-14 30	 30.0
 2403	07 36.9	+65 36	 17.8
 2415	07 36.9	+35 15	  1.0
 2404	07 37.1	+65 42	
 2423	07 37.1	-13 52	 19.0
 2419	07 38.1	+38 53	  4.1
 2425	07 38.3	-14 52	  3.0
 2420	07 38.5	+21 34	 10.0
 2428	07 39.2	-16 31	
 2430	07 39.4	-16 21	
 2408	07 40.5	+71 39	
I2203	07 40.6	+34 13	  1.2
 2424	07 40.7	+39 14	  4.0
 2439	07 40.8	-31 39	 10.0
 2432	07 40.9	-19 05	  8.0
I2204	07 41.2	+34 13	  1.1
 2437	07 41.8	-14 49	 27.0
 2438	07 41.8	-14 44	  1.1
 2440	07 41.9	-18 13	  0.5
I 473	07 42.4	+09 15	
 2433	07 43.0	+09 19	
 2426	07 43.2	+52 49	
I 471	07 43.6	+49 39	  0.8
 2429	07 43.7	+52 21	
I 472	07 43.8	+49 36	  1.9
 2435	07 44.2	+31 38	
 2447	07 44.6	-23 52	 22.0
 2448	07 44.6	-24 41	
 2466	07 45.2	-71 24	  1.5
 2431	07 45.3	+53 04	
 2451	07 45.4	-37 58	 45.0
I2206	07 45.8	-34 22	
 2436	07 46.1	+52 04	
I 474	07 46.1	+26 29	
 2444	07 46.9	+39 02	  2.3
 2445	07 46.9	+39 01	  2.1
I2205	07 46.9	+26 53	
I 475	07 47.2	+30 31	  0.5
 2449	07 47.3	+26 55	
I 476	07 47.3	+26 57	
 2452	07 47.4	-27 20	  0.3
 2450	07 47.5	+27 00	
 2453	07 47.8	-27 14	  5.0
 2446	07 48.7	+54 36	
 2455	07 49.0	-21 18	  8.0
I2207	07 49.8	+33 57	  2.0
 2454	07 50.5	+16 22	
 2459	07 52.0	+09 33	
I 477	07 52.1	+23 28	
 2441	07 52.2	+73 02	  2.2
 2477	07 52.3	-38 33	 27.0
I2208	07 52.5	+27 30	
 2467	07 52.6	-26 23	 16.0
I 478	07 53.7	+26 29	
 2456	07 54.1	+55 29	
 2470	07 54.3	+04 27	  2.2
I 479	07 54.4	+27 00	
 2457	07 54.7	+55 32	
 2478	07 54.7	-15 25	
 2482	07 54.9	-24 18	 12.0
 2479	07 55.1	-17 43	  7.0
I 480	07 55.3	+26 47	
 2458	07 55.4	+56 43	
 2483	07 55.9	-27 56	 10.0
 2502	07 55.9	-52 18	  2.1
I 469	07 56.0	+85 10	  2.3
 2461	07 56.0	+56 41	
 2489	07 56.2	-30 04	  8.0
I2209	07 56.2	+60 18	  1.1
 2462	07 56.7	+56 39	
 2476	07 56.7	+39 56	
 2485	07 56.7	+07 29	
I2220	07 56.8	-59 07	
 2460	07 56.9	+60 21	  2.9
 2463	07 57.1	+56 40	
I2210	07 57.1	+56 40	
 2464	07 57.2	+56 41	  0.4
 2480	07 57.2	+23 47	
 2481	07 57.3	+23 46	
 2465	07 57.7	+56 45	
I2211	07 57.7	+32 34	  0.8
 2474	07 57.9	+52 51	  0.6
 2486	07 57.9	+25 09	
 2468	07 58.0	+56 22	  1.3
 2475	07 58.0	+52 51	  0.8
 2469	07 58.1	+56 41	  1.1
 2471	07 58.3	+56 45	
 2487	07 58.3	+25 08	  2.8
 2516	07 58.3	-60 52	 30.0
 2473	07 58.4	+56 41	
 2491	07 58.4	+07 59	
 2484	07 58.5	+37 47	  1.6
 2472	07 58.6	+56 42	
 2496	07 58.6	+08 02	
 2501	07 58.6	-14 22	
 2499	07 58.8	+07 30	
I 481	07 59.0	+24 09	  1.1
I2212	07 59.0	+32 37	  0.5
I2213	07 59.0	+27 28	  0.7
 2490	07 59.2	+27 05	
 2494	07 59.2	-00 38	
I 487	07 59.2	-00 40	
 2492	07 59.4	+27 02	
I2216	07 59.5	+05 36	
 2498	07 59.6	+24 58	
I2215	07 59.6	+24 55	
 2504	07 59.8	+05 37	
I 482	07 59.8	+25 21	  0.6
I 483	07 59.9	+25 55	
I 484	07 59.9	+26 40	
I2214	07 59.9	+33 18	  0.8
 2506	08 00.2	-10 47	  7.0
I 485	08 00.3	+26 42	  1.4
I 486	08 00.3	+26 37	  1.0
 2493	08 00.4	+39 50	  2.5
 2495	08 00.6	+39 50	  0.4
 2503	08 00.6	+22 24	
 2509	08 00.7	-19 04	  8.0
I 488	08 00.8	+25 54	
I2217	08 00.8	+27 30	  0.6
 2507	08 01.6	+15 43	  2.5
I 489	08 01.6	+26 00	
I2218	08 01.6	+24 26	
 2488	08 01.8	+56 34	
 2500	08 01.9	+50 44	  2.9
 2508	08 02.0	+08 34	
 2510	08 02.2	+09 29	
 2497	08 02.3	+56 57	
 2511	08 02.3	+09 24	
 2513	08 02.5	+09 25	
 2520	08 02.5	-28 11	
I2219	08 02.6	+27 27	  1.5
 2514	08 02.8	+15 49	  1.4
 2517	08 02.8	-12 19	  0.8
 2512	08 03.1	+23 24	  1.7
I 490	08 03.3	+25 48	
 2515	08 03.4	+20 11	
I 491	08 03.8	+26 32	
 2505	08 04.0	+53 34	
I2221	08 05.1	+37 27	
I2222	08 05.2	+37 29	
 2527	08 05.3	-28 10	 22.0
 2525	08 05.6	-11 26	  2.9
I 492	08 05.7	+26 10	  1.3
I2223	08 05.8	+37 28	
I2224	08 05.8	+37 28	
 2522	08 06.1	+17 43	
I2226	08 06.2	+12 32	  1.4
I 494	08 06.4	+01 02	  1.4
I2225	08 06.4	+35 56	
 2526	08 06.9	+08 01	
 2533	08 07.0	-29 54	  4.0
I2228	08 07.1	+08 02	  0.4
 2518	08 07.3	+51 09	
I2227	08 07.3	+36 02	
 2528	08 07.4	+39 13	
I 493	08 07.4	+25 06	
 2529	08 07.8	+17 50	
 2530	08 07.9	+17 49	
 2519	08 08.0	+51 07	
 2531	08 08.0	+17 49	
 2524	08 08.1	+39 10	
I 495	08 08.3	+09 00	
 2521	08 08.8	+57 46	  1.5
I 498	08 09.4	+05 16	  1.4
I 496	08 09.7	+25 52	  0.3
I2229	08 09.7	+25 53	
I 497	08 10.1	+24 53	  0.5
 2532	08 10.2	+33 57	  2.2
 2539	08 10.7	-12 50	 22.0
 2547	08 10.7	-49 16	 20.0
I2230	08 10.9	+25 41	
I2231	08 11.0	+05 05	  2.0
 2535	08 11.2	+25 12	  3.0
 2536	08 11.3	+25 11	  0.9
 2542	08 11.3	-12 56	
 2538	08 11.4	+03 37	
 2546	08 12.4	-37 38	 41.0
I 500	08 12.6	-16 03	  0.7
 2540	08 12.8	+26 21	
 2534	08 12.9	+55 40	  1.7
I2232	08 12.9	+36 15	
 2543	08 13.0	+36 15	  2.5
 2537	08 13.2	+46 00	  1.7
I2235	08 13.6	+24 05	
I2236	08 13.6	+24 03	
 2548	08 13.8	-05 48	 54.0
I2234	08 13.9	+35 30	
I2233	08 14.0	+45 44	  4.7
I2237	08 14.1	+24 41	
I2238	08 14.1	+24 40	
I2239	08 14.1	+23 52	  1.0
 2545	08 14.2	+21 21	  2.2
 2541	08 14.7	+49 04	  6.6
I2240	08 14.8	+24 28	
 2523	08 15.0	+73 35	  3.0
I2241	08 15.1	+24 08	
I2242	08 15.2	+24 08	
I2243	08 15.3	+23 58	
I2244	08 15.4	+24 33	
I2245	08 15.5	+24 32	
I2246	08 16.0	+23 51	
I2247	08 16.1	+24 12	
I2248	08 16.1	+23 08	  0.4
I2250	08 16.5	+23 38	
I2253	08 16.5	+21 25	
I2249	08 16.6	+24 30	
I2251	08 16.7	+23 57	
I2252	08 16.7	+24 42	
I2254	08 16.7	+24 47	
I2255	08 16.7	+23 27	
I2256	08 16.8	+24 11	  0.6
 2559	08 17.1	-27 28	  5.6
I2257	08 17.2	+23 39	
I2258	08 17.3	+23 35	
I2259	08 17.3	+23 34	
I2262	08 17.4	+18 27	
I2260	08 17.5	+24 40	
I2261	08 17.6	+23 31	
 2553	08 17.7	+20 54	
I2263	08 17.7	+23 35	
I2266	08 17.7	+18 25	
I2264	08 17.8	+23 43	
I2265	08 17.8	+24 12	
 2554	08 17.9	+23 28	  3.4
 2555	08 18.0	+00 44	
 2568	08 18.0	-37 06	
I2267	08 18.0	+24 44	  2.3
I2270	08 18.0	+19 06	
I2268	08 18.1	+24 48	
I2272	08 18.1	+18 44	
I2269	08 18.2	+23 03	
I2273	08 18.2	+18 24	
I2274	08 18.2	+18 40	
I2275	08 18.2	+18 25	
I2271	08 18.4	+24 31	
I2276	08 18.5	+18 29	
I2277	08 18.5	+18 39	
 2564	08 18.6	-21 49	
 2567	08 18.6	-30 38	 10.0
I2278	08 18.6	+18 28	
I2279	08 18.6	+18 34	
 2566	08 18.7	-25 29	  3.1
I2280	08 18.7	+18 27	
I 501	08 18.8	+24 32	
I2311	08 18.8	-25 22	  2.2
 2571	08 18.9	-29 44	 13.0
I2281	08 18.9	+18 55	
 2549	08 19.0	+57 48	  4.2
I2284	08 19.0	+18 36	
I2285	08 19.1	+18 55	
I2286	08 19.1	+18 57	
I2287	08 19.1	+19 24	
I2289	08 19.1	+18 32	
 2556	08 19.2	+20 55	
 2557	08 19.2	+21 27	  1.4
 2552	08 19.3	+50 01	  3.2
I2282	08 19.3	+24 48	
I2283	08 19.3	+24 47	
I2288	08 19.3	+23 46	  0.3
I2290	08 19.3	+19 19	
I2291	08 19.3	+18 30	
 2558	08 19.4	+20 30	
I2292	08 19.4	+19 34	
I2294	08 19.4	+18 59	
I2295	08 19.4	+18 25	
I2296	08 19.5	+18 54	
 2561	08 19.6	+04 39	
I2293	08 19.6	+21 23	  0.8
 2565	08 19.8	+22 02	  1.9
 2560	08 19.9	+20 59	  1.7
I2297	08 20.1	+18 23	
I2298	08 20.1	+18 24	
I2299	08 20.2	+19 20	
I2300	08 20.2	+18 25	
I2301	08 20.2	+18 26	
I2302	08 20.3	+19 21	
I2303	08 20.3	+19 25	
 2562	08 20.4	+21 08	  1.4
 2563	08 20.6	+21 04	  2.3
I2304	08 20.6	+19 26	
I2305	08 20.7	+19 27	
I2306	08 20.7	+19 07	
I2307	08 20.7	+19 26	
 2574	08 20.8	-08 57	
I2309	08 20.8	+18 23	
I2310	08 20.8	+18 28	
I2308	08 20.9	+19 21	  0.3
I2312	08 20.9	+18 31	
I2313	08 20.9	+18 31	
